2,2,362.69,178.91,50.51,168.72,1,-1,-1,-1
2,4,452.39,171.46,21.78,89.76,1,-1,-1,-1
2,6,410.69,180.21,26.97,115.89,1,-1,-1,-1
2,7,472.91,183.12,30.09,84.89,1,-1,-1,-1
3,2,342.79,177.82,55.40,184.70,1,-1,-1,-1
3,4,447.18,171.24,22.69,92.85,1,-1,-1,-1
3,6,398.40,175.34,29.31,125.50,1,-1,-1,-1
3,7,467.56,182.97,31.18,88.15,1,-1,-1,-1
3,11,716.92,185.62,17.92,49.77,1,-1,-1,-1
3,12,495.50,170.56,23.79,76.50,1,-1,-1,-1
3,13,979.50,156.54,29.91,82.79,1,-1,-1,-1
4,2,321.54,179.17,57.26,189.59,1,-1,-1,-1
4,4,441.38,170.01,23.72,96.66,1,-1,-1,-1
4,6,384.44,175.14,31.12,132.16,1,-1,-1,-1
4,7,461.42,180.50,32.42,92.02,1,-1,-1,-1
4,11,719.89,185.49,18.31,50.89,1,-1,-1,-1
4,12,491.77,170.42,24.62,79.11,1,-1,-1,-1
4,13,996.22,156.06,30.34,82.62,1,-1,-1,-1
4,16,252.25,187.15,14.12,30.94,1,-1,-1,-1
5,2,297.32,178.71,58.68,190.36,1,-1,-1,-1
5,4,434.83,169.37,24.75,100.28,1,-1,-1,-1
5,6,369.42,173.77,33.20,139.45,1,-1,-1,-1
5,7,455.82,178.56,34.43,97.96,1,-1,-1,-1
5,11,721.71,185.29,18.70,51.96,1,-1,-1,-1
5,12,487.60,170.27,25.05,80.39,1,-1,-1,-1
5,13,1016.78,151.70,31.96,86.58,1,-1,-1,-1
5,16,245.05,185.08,15.09,33.02,1,-1,-1,-1
6,2,266.56,179.59,59.43,186.78,1,-1,-1,-1
6,4,428.39,168.98,25.30,101.78,1,-1,-1,-1
6,6,354.22,172.83,35.95,149.67,1,-1,-1,-1
6,7,448.80,179.81,35.22,100.62,1,-1,-1,-1
6,12,484.65,169.23,25.61,81.98,1,-1,-1,-1
6,13,1030.01,150.77,32.10,86.94,1,-1,-1,-1
6,16,238.12,184.65,14.98,32.71,1,-1,-1,-1
6,20,105.49,180.79,31.59,82.93,1,-1,-1,-1
7,2,227.74,179.22,63.17,190.33,1,-1,-1,-1
7,4,420.84,166.16,26.79,107.12,1,-1,-1,-1
7,6,336.20,172.16,38.55,157.63,1,-1,-1,-1
7,7,441.18,175.50,37.41,107.36,1,-1,-1,-1
7,12,479.99,167.43,26.76,85.54,1,-1,-1,-1
7,16,232.96,183.74,15.22,33.24,1,-1,-1,-1
7,20,88.88,177.49,33.83,88.73,1,-1,-1,-1
8,2,239.74,172.09,64.55,193.05,1,-1,-1,-1
8,4,413.10,163.94,28.26,111.89,1,-1,-1,-1
8,6,318.07,170.17,42.29,170.33,1,-1,-1,-1
8,7,433.73,175.47,38.82,112.13,1,-1,-1,-1
8,12,477.20,165.65,27.72,88.73,1,-1,-1,-1
8,20,69.78,176.58,35.18,91.88,1,-1,-1,-1
9,2,221.19,169.27,68.57,200.21,1,-1,-1,-1
9,4,405.25,163.43,29.49,116.70,1,-1,-1,-1
9,6,295.24,169.43,46.51,183.75,1,-1,-1,-1
9,7,424.86,173.95,41.18,119.92,1,-1,-1,-1
9,12,472.62,164.44,28.63,92.02,1,-1,-1,-1
9,20,51.64,177.55,35.71,92.64,1,-1,-1,-1
10,2,189.37,168.67,71.99,202.35,1,-1,-1,-1
10,4,394.83,161.33,30.57,119.54,1,-1,-1,-1
10,6,266.87,169.41,50.93,195.39,1,-1,-1,-1
10,7,415.69,174.02,43.64,127.12,1,-1,-1,-1
10,12,469.03,163.16,29.17,93.59,1,-1,-1,-1
10,20,37.68,176.58,36.73,95.29,1,-1,-1,-1
11,2,148.36,167.81,75.79,203.24,1,-1,-1,-1
11,4,385.15,160.65,32.58,127.36,1,-1,-1,-1
11,6,236.02,168.16,54.65,201.94,1,-1,-1,-1
11,7,406.09,173.58,45.65,133.52,1,-1,-1,-1
11,12,464.48,163.21,30.33,96.51,1,-1,-1,-1
11,20,11.10,177.87,37.51,96.00,1,-1,-1,-1
11,33,491.99,166.41,16.54,65.52,1,-1,-1,-1
12,2,96.66,165.51,82.91,204.37,1,-1,-1,-1
12,4,373.93,160.60,34.55,135.11,1,-1,-1,-1
12,6,197.58,165.16,59.10,205.41,1,-1,-1,-1
12,7,396.05,173.21,47.60,140.70,1,-1,-1,-1
12,12,457.80,160.63,31.44,100.47,1,-1,-1,-1
12,20,-3.95,183.22,35.79,93.58,1,-1,-1,-1
12,33,488.90,164.26,17.70,69.84,1,-1,-1,-1
13,2,43.67,164.52,88.33,203.98,1,-1,-1,-1
13,4,360.10,158.30,37.11,146.58,1,-1,-1,-1
13,6,154.89,164.66,62.85,205.99,1,-1,-1,-1
13,7,381.20,172.13,51.59,152.83,1,-1,-1,-1
13,12,453.28,160.01,33.21,104.77,1,-1,-1,-1
13,20,-19.70,183.40,36.44,95.29,1,-1,-1,-1
13,33,485.36,163.54,18.52,72.73,1,-1,-1,-1
14,2,49.54,163.06,91.73,206.31,1,-1,-1,-1
14,4,344.53,156.83,40.46,160.44,1,-1,-1,-1
14,6,134.88,163.52,65.06,213.23,1,-1,-1,-1
14,7,365.60,173.13,55.34,164.84,1,-1,-1,-1
14,12,445.99,160.11,34.87,110.85,1,-1,-1,-1
14,33,482.88,164.60,18.85,73.53,1,-1,-1,-1
15,2,12.00,159.41,94.44,210.40,1,-1,-1,-1
15,4,327.38,158.25,43.21,172.98,1,-1,-1,-1
15,7,348.26,173.31,59.37,178.47,1,-1,-1,-1
15,12,436.36,159.47,35.91,115.36,1,-1,-1,-1
15,33,480.02,163.53,19.47,74.73,1,-1,-1,-1
16,2,-12.68,157.81,95.93,213.71,1,-1,-1,-1
16,4,315.35,167.07,49.88,189.47,1,-1,-1,-1
16,7,339.34,172.80,61.55,185.02,1,-1,-1,-1
16,12,426.95,160.36,36.28,117.50,1,-1,-1,-1
16,33,476.37,163.51,20.59,78.31,1,-1,-1,-1
16,37,456.15,164.77,25.00,95.29,1,-1,-1,-1
17,4,284.18,161.72,51.22,195.67,1,-1,-1,-1
17,7,303.45,173.09,65.15,195.27,1,-1,-1,-1
17,12,418.59,160.37,38.31,125.36,1,-1,-1,-1
17,33,472.23,162.52,21.67,80.71,1,-1,-1,-1
17,37,449.09,164.06,26.08,99.35,1,-1,-1,-1
18,4,267.18,168.91,54.55,198.74,1,-1,-1,-1
18,7,292.64,172.64,67.42,202.08,1,-1,-1,-1
18,12,409.31,160.16,40.84,135.75,1,-1,-1,-1
18,33,468.29,163.31,22.98,83.98,1,-1,-1,-1
18,37,442.31,164.36,27.09,102.55,1,-1,-1,-1
19,4,230.73,175.11,58.38,196.26,1,-1,-1,-1
19,12,399.84,160.86,42.29,141.78,1,-1,-1,-1
19,33,462.59,163.92,24.41,86.96,1,-1,-1,-1
19,37,435.36,165.38,28.19,106.27,1,-1,-1,-1
20,4,217.83,175.59,60.15,202.19,1,-1,-1,-1
20,12,387.79,161.08,45.28,150.85,1,-1,-1,-1
20,33,457.56,164.18,25.60,89.55,1,-1,-1,-1
20,37,427.07,164.30,29.48,110.36,1,-1,-1,-1
21,12,371.53,156.68,49.59,164.38,1,-1,-1,-1
21,33,451.57,161.62,27.11,93.26,1,-1,-1,-1
21,37,419.20,162.81,31.38,117.24,1,-1,-1,-1
21,43,731.45,162.79,26.24,85.38,1,-1,-1,-1
22,6,72.21,137.55,72.98,232.43,1,-1,-1,-1
22,12,350.67,149.54,56.25,182.48,1,-1,-1,-1
22,33,447.34,158.39,28.86,98.23,1,-1,-1,-1
22,37,409.97,161.00,32.81,122.14,1,-1,-1,-1
22,43,737.44,162.39,27.54,89.63,1,-1,-1,-1
22,45,19.24,175.11,115.44,193.65,1,-1,-1,-1
23,6,23.24,132.18,77.82,238.37,1,-1,-1,-1
23,12,334.41,148.12,60.80,195.91,1,-1,-1,-1
23,33,440.36,157.82,30.37,101.30,1,-1,-1,-1
23,37,401.13,159.64,34.66,128.24,1,-1,-1,-1
23,43,741.75,161.30,28.70,93.20,1,-1,-1,-1
23,45,-14.66,174.15,116.26,195.02,1,-1,-1,-1
24,6,6.62,129.65,79.39,243.18,1,-1,-1,-1
24,12,314.95,151.31,64.90,206.97,1,-1,-1,-1
24,33,433.20,158.66,31.99,104.73,1,-1,-1,-1
24,37,389.79,160.04,36.51,134.85,1,-1,-1,-1
24,43,746.06,159.50,29.66,95.53,1,-1,-1,-1
25,12,289.71,149.31,68.57,215.79,1,-1,-1,-1
25,33,425.11,158.06,34.17,109.62,1,-1,-1,-1
25,37,376.43,160.57,38.87,143.47,1,-1,-1,-1
25,43,750.34,160.13,30.93,98.66,1,-1,-1,-1
26,12,261.11,148.02,71.30,219.18,1,-1,-1,-1
26,33,417.32,159.54,35.99,114.59,1,-1,-1,-1
26,37,363.21,161.54,41.13,151.63,1,-1,-1,-1
26,43,756.07,159.43,32.90,103.56,1,-1,-1,-1
27,12,226.82,148.01,73.80,220.62,1,-1,-1,-1
27,33,407.90,160.29,37.98,119.39,1,-1,-1,-1
27,37,346.89,162.16,43.93,161.51,1,-1,-1,-1
27,43,761.79,161.79,33.96,106.41,1,-1,-1,-1
28,4,164.66,150.81,73.26,220.31,1,-1,-1,-1
28,12,213.51,147.07,75.95,227.05,1,-1,-1,-1
28,33,399.19,160.19,40.25,126.72,1,-1,-1,-1
28,37,329.27,162.18,47.59,175.08,1,-1,-1,-1
28,43,768.40,162.78,36.21,110.12,1,-1,-1,-1
29,4,155.21,149.42,74.60,224.33,1,-1,-1,-1
29,7,109.26,143.56,85.12,223.15,1,-1,-1,-1
29,33,388.00,159.44,42.05,132.59,1,-1,-1,-1
29,37,310.30,160.60,51.18,188.14,1,-1,-1,-1
29,43,775.43,163.73,37.91,113.07,1,-1,-1,-1
29,49,842.77,174.77,99.02,132.13,1,-1,-1,-1
30,7,44.20,137.08,98.29,230.72,1,-1,-1,-1
30,33,373.86,159.27,43.92,140.10,1,-1,-1,-1
30,37,286.88,161.11,54.93,201.57,1,-1,-1,-1
30,43,781.96,161.50,41.82,120.93,1,-1,-1,-1
30,49,857.19,174.83,102.96,138.85,1,-1,-1,-1
30,53,496.70,163.35,26.74,81.26,1,-1,-1,-1
31,7,25.61,134.80,100.00,234.76,1,-1,-1,-1
31,33,362.08,158.13,46.04,147.87,1,-1,-1,-1
31,37,259.04,159.78,57.85,210.13,1,-1,-1,-1
31,43,791.72,160.89,45.12,126.57,1,-1,-1,-1
31,49,888.20,177.94,106.09,143.74,1,-1,-1,-1
31,53,491.20,163.23,28.63,87.28,1,-1,-1,-1
32,33,348.66,158.95,48.79,155.17,1,-1,-1,-1
32,37,228.54,160.52,59.39,211.60,1,-1,-1,-1
32,43,799.68,161.03,48.81,132.16,1,-1,-1,-1
32,49,906.51,180.81,112.12,150.85,1,-1,-1,-1
32,53,486.79,162.48,30.40,92.92,1,-1,-1,-1
32,56,903.29,159.43,47.22,137.45,1,-1,-1,-1
33,33,332.04,157.81,52.69,167.11,1,-1,-1,-1
33,37,191.27,160.86,61.14,211.29,1,-1,-1,-1
33,43,809.13,162.00,52.68,139.17,1,-1,-1,-1
33,49,930.41,184.99,119.01,158.26,1,-1,-1,-1
33,53,481.98,163.05,31.02,95.65,1,-1,-1,-1
33,56,921.82,157.67,45.16,128.97,1,-1,-1,-1
33,58,1009.84,191.69,86.91,172.08,1,-1,-1,-1
34,4,120.18,159.92,73.61,208.75,1,-1,-1,-1
34,33,312.74,156.00,57.10,181.48,1,-1,-1,-1
34,37,175.70,160.67,63.00,217.72,1,-1,-1,-1
34,43,818.98,164.73,57.10,146.36,1,-1,-1,-1
34,49,958.16,189.02,127.38,167.21,1,-1,-1,-1
34,53,476.42,166.31,31.09,95.72,1,-1,-1,-1
34,56,944.74,158.60,47.26,131.74,1,-1,-1,-1
34,58,1050.01,190.84,92.60,178.59,1,-1,-1,-1
35,4,71.15,157.55,80.43,212.36,1,-1,-1,-1
35,33,290.12,155.18,61.15,194.61,1,-1,-1,-1
35,43,831.56,164.84,63.81,158.49,1,-1,-1,-1
35,49,996.84,192.99,135.26,173.57,1,-1,-1,-1
