0,-1,179.95618,163.74992,75.12125,199.24571,0.99837375,-1,-1,-1
0,-1,390.11862,179.73877,44.366302,148.33743,0.99695826,-1,-1,-1
0,-1,938.0875,156.54486,29.806335,73.03238,0.99016094,-1,-1,-1
0,-1,461.54816,170.47557,20.138275,83.535934,0.9874162,-1,-1,-1
0,-1,153.4623,194.17851,23.86293,60.990875,0.9871952,-1,-1,-1
0,-1,428.68524,177.69023,24.729645,106.46596,0.9743128,-1,-1,-1
0,-1,481.91165,180.48451,28.438538,79.998,0.93686074,-1,-1,-1
0,-1,274.18427,185.23738,15.995544,32.90547,0.90106654,-1,-1,-1
0,-1,533.2031,174.15273,16.613525,44.150177,0.81446695,-1,-1,-1
0,-1,231.66293,185.82716,40.432465,122.7039,0.81163865,-1,-1,-1
0,-1,185.25116,176.10698,23.586975,73.26318,0.79158235,-1,-1,-1
0,-1,709.6227,185.49683,16.843567,42.843704,0.72840875,-1,-1,-1
0,-1,384.29327,171.05763,27.740143,112.47035,0.67117745,-1,-1,-1
0,-1,499.7425,167.82999,25.390686,75.176544,0.6344945,-1,-1,-1
1,-1,136.32799,165.1818,79.72406,200.67462,0.998643,-1,-1,-1
1,-1,375.0556,182.1966,50.18454,157.88544,0.99516004,-1,-1,-1
1,-1,954.46045,153.80595,28.436829,79.753265,0.99177516,-1,-1,-1
1,-1,477.1629,180.2758,27.643982,85.511734,0.9818854,-1,-1,-1
1,-1,417.9102,180.78758,26.964294,109.43907,0.97215164,-1,-1,-1
1,-1,194.4185,185.1351,51.703125,172.38412,0.96985817,-1,-1,-1
1,-1,456.4304,171.40738,21.554413,85.64322,0.96673524,-1,-1,-1
1,-1,499.00946,169.49771,23.833496,76.886215,0.9115512,-1,-1,-1
1,-1,712.3203,186.22707,16.01477,44.33879,0.8448908,-1,-1,-1
1,-1,269.9131,188.59485,13.725952,31.289993,0.7083567,-1,-1,-1
2,-1,74.90692,166.53612,91.709274,197.17662,0.99861336,-1,-1,-1
2,-1,358.944,177.81885,50.929596,171.89612,0.9940224,-1,-1,-1
2,-1,154.29002,181.75197,58.60205,183.66728,0.9894108,-1,-1,-1
